name,address,bairro,link,lat,lng
Bar Flechas 400,"Rua das Flechas, 400 | São Paulo - SP",São Paulo - SP,https://comidadibuteco.com.br/buteco/bar-flechas-400/,-23.651471014077064,-46.670670133339414
Bar Ovo,"Rua Dr. Cesário Mota Júnior, 569 - Vila Buarque, São Paulo - SP",,https://comidadibuteco.com.br/buteco/bar-ovo/,,
Barxaréu,"Rua Joaquim Távora, 1150 | Vila Mariana, São Paulo - SP",Vila Mariana,https://comidadibuteco.com.br/buteco/barxareu/,-23.58702203343138,-46.64347268659313
BEC Bar,"Rua Padre Garcia Velho, 72 | Pinheiros, São Paulo - SP",Pinheiros,https://comidadibuteco.com.br/buteco/bec-bar/,-23.562102,-46.6934388
Bodega da Maria Macaxeira,"Rua Fortunato, 298 | São Paulo - SP",São Paulo - SP,https://comidadibuteco.com.br/buteco/bodega-da-maria-macaxeira/,-23.539602433597036,-46.65154873500153
Boteco 647,"Avenida Guilherme Giorgi, 261 | Vila Carrão, São Paulo - SP",Vila Carrão,https://comidadibuteco.com.br/buteco/boteco-647/,-23.548983467776942,-46.54248547896744
Boteco Amarelinho,"Rua Pedro Gomes Cardim, 246 - Morumbi, São Paulo - SP",Morumbi,https://comidadibuteco.com.br/buteco/boteco-amarelinho/,-23.59135717822162,-46.72112150112458
Boteco do Andreotti,"Rua Mossâmedes, 210 | Vila Santo Estevão, São Paulo - SP",Vila Santo Estevão,https://comidadibuteco.com.br/buteco/boteco-802/,,
Boteco do chico,"Rua Costa Aguiar, 2124 | Ipiranga, São Paulo - SP",Ipiranga,https://comidadibuteco.com.br/buteco/boteco-do-chico/,-23.592854226868845,-46.605794213799925
Boteco do Murruga,"Avenida Mascote, 80 | Vila Mascote, São Paulo - SP",Vila Mascote,https://comidadibuteco.com.br/buteco/3227-autosave-v1/,-23.64861730509564,-46.66569409694617
Botecoterapia,"Rua Antônio Lourenço, 20 | Água Fria, São Paulo - SP",Água Fria,https://comidadibuteco.com.br/buteco/botecoterapia/,-23.48561868145091,-46.619617389939954
Botequinho Luis Gois,"Rua Luís Góis, 1565 | Mirandópolis, São Paulo - SP",Mirandópolis,https://comidadibuteco.com.br/buteco/botequinho-luis-gois/,-23.604093579545456,-46.64292596477272
Brazucas Wines – Bar e Bistrô,"Avenida Damasceno Vieira, 751 | Vila Mascote, São Paulo - SP",Vila Mascote,https://comidadibuteco.com.br/buteco/brazucas-wines-bar-e-bistro-2/,-23.646251584244233,-46.664698813943026
Bruto’s Bar,"Avenida Professor Papini, 388 | Cidade Dutra, São Paulo - SP",Cidade Dutra,https://comidadibuteco.com.br/buteco/brutus-bar/,-23.71275837022168,-46.70474681382594
Buteco da Vila,"Avenida Melchert, 676 | Vila Matilde, São Paulo - SP",Vila Matilde,https://comidadibuteco.com.br/buteco/buteco-da-vila-2/,-23.535807237652612,-46.530959057644175
Buteco Lion Beer,"Av. Sapopemba, 14022 | Jardim Adutora, São Paulo - SP",Jardim Adutora,https://comidadibuteco.com.br/buteco/buteco-lion-beer/,,
Buteko da Paulinha,"Rua Medeiros de Albuquerque, 192 | Jardim das Bandeiras, São Paulo - SP",Jardim das Bandeiras,https://comidadibuteco.com.br/buteco/buteko-da-paulinha/,,
Caetano Bar e Espeto,"Rua Manoel de Paiva, 337 | Vila Mariana, São Paulo - SP",Vila Mariana,https://comidadibuteco.com.br/buteco/caetano-bar-e-espeto/,-23.582728367825894,-46.63624735906737
Caiubier,"Rua Caiubi, 928 | Perdizes, São Paulo - SP",Perdizes,https://comidadibuteco.com.br/buteco/3264-revision-v1/,-23.537420402695307,-46.676259922730885
